0.232499987 0.0075000003 0.307097495 0.0270307232
0.247500002 0.0075000003 0.315882534 0.027313875
0.262499988 0.00750000775 0.245669603 0.0242619663
0.277500004 0.00749999285 0.314706087 0.0273265745
0.292500019 0.00750000775 0.287802607 0.0260833483
0.307500005 0.00749999285 0.29482308 0.0263964012
0.32249999 0.00750000775 0.351570129 0.028772071
0.337500006 0.00749999285 0.393690348 0.0304367207
0.352500021 0.00750000775 0.376721382 0.0298061781
0.367500007 0.00749999285 0.381402105 0.0299893767
0.382499993 0.00749999285 0.431129932 0.0318433903
0.397499979 0.00750000775 0.493719846 0.0340907723
0.412499994 0.00749999285 0.427613199 0.0317681991
0.42750001 0.00750000775 0.535250902 0.0355117582
0.442499995 0.00749999285 0.496635616 0.0342662334
0.457499981 0.00750000775 0.57208848 0.0368225314
0.472499996 0.00749999285 0.521800458 0.0350412764
0.487500012 0.00750000775 0.633516014 0.0387028977
0.502499998 0.00749999285 0.632367551 0.0385342985
0.517499983 0.00749999285 0.603699565 0.0376766883
0.532500029 0.00750002265 0.55863589 0.0363688692
0.547500014 0.00749999285 0.558063328 0.0362793505
0.5625 0.00749999285 0.72244978 0.0412204824
0.577499986 0.00749999285 0.65808022 0.0394821838
0.592499971 0.00750002265 0.628848314 0.038472034
0.607500017 0.00749999285 0.628864408 0.0383829288
0.622500002 0.00749999285 0.57913661 0.0368593261
0.637499988 0.00749999285 0.796754122 0.0432183892
0.652500033 0.00750002265 0.90906924 0.0461588055
0.667500019 0.00749999285 0.830690563 0.0440923981
0.682500005 0.00749999285 0.710175097 0.0408073142
0.69749999 0.00749999285 0.565096796 0.0364109501
0.712499976 0.00750002265 0.532335043 0.0353424735
0.727500021 0.00749999285 0.531173944 0.0352601632
0.742500007 0.00749999285 0.517708957 0.0348797105
0.757499993 0.00749999285 0.507185817 0.0344749801
0.772499979 0.00749999285 0.57913661 0.0368593261
0.787500024 0.00750002265 0.539929688 0.0356655456
0.80250001 0.00749999285 0.558076859 0.0361846797
0.817499995 0.00749999285 0.642315924 0.0388129875
0.832499981 0.00749999285 0.679755509 0.0399256237
0.847499967 0.00750002265 0.684432685 0.0400623716
0.862500012 0.00749999285 0.849985063 0.0446554795
0.877499998 0.00749999285 1.16003835 0.0521170013
0.892499983 0.00749999285 1.50869441 0.0594308637
0.907500029 0.00750002265 2.05097175 0.0693011284
0.922500014 0.00749999285 2.00534368 0.068551749
0.9375 0.00749999285 1.8620168 0.0660733283
0.952499986 0.00749999285 1.33846462 0.0559671149
0.967499971 0.00750002265 0.81020236 0.0436006114
0.982500017 0.00749999285 0.614236176 0.0379571132
0.997500002 0.00749999285 0.541108608 0.0356559791
1.01250005 0.00749999285 0.646995902 0.0389538035
1.02749991 0.00749999285 0.616576195 0.0380291715
